"order_id","amazon_id","flipkart_id","myntra_id","gender","location","product_category","quantity","coupan_status","ofline_spend","coupan_code","region","country","item_type","sales_channel","name","product","m_price","color","m_brand","category","f_price","stock_qty","f_ratings","f_brand","f_seller"
87,"A-87","F_87","M-87","F","California","Nest-USA","2","Used",4500,"ELEC10","Sub-Saharan Africa","Sao Tome and Principe","Beverages","Offline","Myshka Women Black & White Striped Straight Kurta","Kurta",1699,"Black","Myshka","Laptops","47964.48",544,"3.5","Dell","Audio World"
88,"A-88","F_88","M-88","F","California","Nest-USA","1","Used",4500,"ELEC10","Sub-Saharan Africa","The Gambia","Baby Food","Offline","Nayo Women Navy Blue & Pink Floral Printed Pure Cotton Kurta with Trousers & With Dupatta","Kurta, Trousers, Dupatta",3749,"Navy Blue","Nayo","Footwear","86431.78",737,"3.6","Adidas","Health Gear"
89,"A-89","F_89","M-89","F","California","Nest-USA","1","Used",4500,"ELEC10","Middle East and North Africa","Kuwait","Fruits","Online","AHIKA Women Orange & Pink Digital Print Straight Kurta","Kurta",860,"Orange","AHIKA","Cameras","39381.65",499,"3.1","Canon","Sports Zone"
90,"A-90","F_90","M-90","F","California","Nest-USA","1","Used",4500,"ELEC10","Europe","Slovenia","Beverages","Offline","Biba Women Green Ethnic Motifs Printed Regular Pure Cotton Kurta with Palazzos & With Dupatta","Kurta, Palazzos, Dupatta",4995,"Green","Biba","Mobile Phones","25180.99",954,"4.7","Apple","TV World"
91,"A-91","F_91","M-91","F","California","Nest-USA","1","Clicked",4500,"ELEC10","Sub-Saharan Africa","Sierra Leone","Office Supplies","Offline","Inddus Women Wine Self Design Anarkali Kurta with Printed Organza Dupatta","Kurta, Anarkali Kurta, Organza Dupatta",5999,"Purple","Inddus","Footwear","91019.95",528,"4.8","Adidas","TV World"
92,"A-92","F_92","M-92","F","California","Nest-USA","2","Clicked",4500,"ELEC10","Australia and Oceania","Australia","Beverages","Offline","Indo Era Women Black & Golden Ethnic Motifs Yoke Design Kurta with Palazzos & With Dupatta","Kurta, Palazzos, Dupatta",3999,"Black","Indo Era","Footwear","94328.84",318,"3.6","Adidas","Audio World"
93,"A-93","F_93","M-93","F","California","Nest-USA","two","Clicked",4500,"ELEC10","Middle East and North Africa","Azerbaijan","Office Supplies","Online","Libas Women Blue & White Geometric Printed Pleated Cotton Kaftan Kurti with Trousers","Kurti, Trousers",1999,"Blue","Libas","Wearable Technology","46872.49",480,"4.9","Fitbit","Laptop Hub"
94,"A-94","F_94","M-94","F","California","Nest-USA","2","Clicked",4500,"ELEC10","Europe","Romania","Cosmetics","Online","Anouk Women White Ethnic Motifs Printed Pleated Pure Cotton Kurta with Trousers","Kurta, Trousers",3299,"White","Anouk","Televisions","127242.73",87,"3.4","Samsung","Sports Zone"
95,"A-95","F_95","M-95","F","California","Nest-USA","2","Clicked",4500,"ELEC10","Central America and the Caribbean","Nicaragua","Beverages","Offline","Indo Era Women Green Ethnic Motifs Yoke Design Kurta with Palazzos & With Dupatta","Kurta, Palazzos, Dupatta",6599,"Green","Indo Era","Televisions","83050.29",845,"3.7","Samsung","TV World"
96,"A-96","F_96","M-96","F","California","Nest-USA","1","Clicked",4500,"ELEC10","Sub-Saharan Africa","Mali","Clothes","Online","Varanga Women Purple & Off White Leheriya Striped Gotta Patti Kurta","Kurta",3299,"Purple","Varanga","Headphones","77643.67",136,"3.5","Sony","Camera Store"
97,"A-97","F_97","M-97","F","California","Nest-USA","1","Clicked",4500,"ELEC10","Asia","Malaysia","Fruits","Offline","Shae by SASSAFRAS Women Mauve & White Bandhani Printed Gotta Patti Anarkali Kurta","Anarkali Kurta",1999,"Mauve","Shae by SASSAFRAS","Headphones","67349.97",604,"3.2","Sony","Health Gear"
98,"A-98","F_98","M-98","F","California","Nest-USA","1","Clicked",4500,"ELEC10","Sub-Saharan Africa","Sierra Leone","Vegetables","Offline","Rajnandini Women Blue Abstract Kurta with Patiala & Dupatta","Kurta, Patiala, Dupatta",2663,"Blue","Rajnandini","Mobile Phones","38658.71",545,"4","Apple","Audio World"
99,"A-99","F_99","M-99","F","California","Nest-USA","1","Clicked",4500,"ELEC10","North America","Mexico","Personal Care","Offline","Anouk Women Black Printed Kurta with Trousers","Kurta, Trousers",2499,"Black","Anouk","Laptops","114255.62",966,"3.1","Dell","Sports Zone"
100,"A-100","F_100","M-100","F","California","Nest-USA","1","Clicked",4500,"ELEC10","Sub-Saharan Africa","Mozambique","Household","Offline","Jaipur Kurti Women Pink Floral Gotta Patti Pure Cotton Kurta with Trousers & Dupatta","Kurta, Trousers, Dupatta",4649,"Pink","Jaipur Kurti","Footwear","53358.79",719,"3.4","Adidas","Audio World"
101,"A-101","F_101","M-101","F","California","Nest-USA","1","Not Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Biba Women Blue Ethnic Motifs Printed Pure Cotton Kurta with Palazzos & Dupatta","Kurta, Palazzos, Dupatta",3999,"Blue","Biba","Footwear","118387.44",356,"4.2","Nike","Laptop Hub"
102,"A-102","F_102","M-102","F","California","Nest-USA","2","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"Yuris Women Pink & White Printed Kurta with Palazzos & Dupatta","Kurta, Palazzos, Dupatta",4299,"Pink","Yuris","Wearable Technology","87059.33",83,"4.3","Fitbit","XYZ Electronics"
103,"A-103","F_103","M-103","M","Chicago","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,"KALINI Women Black Geometric Checked Thread Work Straight Kurta","Kurta",1499,"Black","KALINI","Headphones","5002.86",158,"3.3","Sony","Sports Zone"
104,"A-104","F_104","M-104","M","Chicago","Nest-USA","3","Not Used",4500,"ELEC30",NULL,NULL,NULL,NULL,"Libas Women Blue Sequinned Detail Kurta with Palazzos & Dupatta","Kurta, Palazzos, Dupatta",3999,"Blue","Libas","Wearable Technology","82435.48",978,"3.4","Fitbit","Health Gear"
105,"A-105","F_105","M-105","F","California","Nest-USA","1","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Biba Women Black Floral Printed Panelled Pure Cotton Kurta with Palazzos & With Dupatta","Kurta, Palazzos, Dupatta",5995,"Black","Biba","Mobile Phones","133494.46",687,"3.3","Apple","Sports Zone"
106,"A-106","F_106","M-106","F","California","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"Vbuyz Women Blue Ethnic Motifs Panelled Kurti with Trousers & With Dupatta","Kurti, Trousers, Dupatta",4999,"Blue","Vbuyz","Mobile Phones","149810.68",452,"3.6","Samsung","Laptop Hub"
107,"A-107","F_107","M-107","F","California","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"Ishin Women Teal Embroidered Regular Sequinned Pure Cotton Kurta with Sharara & With Dupatta","Kurta, Sharara, Dupatta",7299,"Teal","Ishin","Mobile Phones","7165.16",484,"4.3","Apple","Camera Store"
108,"A-108","F_108","M-108","F","California","Nest-USA","1","Not Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Bhama Couture Women Blue & White Bandhani Printed Kurta with Palazzos","Kurta, Palazzos",3599,"Blue","Bhama Couture","Laptops","40113.56",581,"4","Dell","Gadget Shop"
109,"A-109","F_109","M-109","F","California","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"Stylum Women Mustard Yellow Ethnic Motifs Yoke Design Pleated Gotta Patti Kurti with Dhoti Pants","Kurti, Dhoti Pants",2600,"Mustard","Stylum","Wearable Technology","122420.93",613,"4.4","Fitbit","Camera Store"
110,"A-110","F_110","M-110","F","California","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"KALINI Women Blue Ethnic Motifs Printed Floral Anarkali Kurta","Kurta, Anarkali",1999,"Blue","KALINI","Smart Home Devices","89049.86",248,"4.8","Amazon","Sports Zone"
111,"A-111","F_111","M-111","F","California","Nest-USA","2","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Indo Era Women Peach-Coloured & Pink Pure Cotton Printed Kurta with Trousers & Dupatta","Kurta, Trousers, Dupatta",5299,"Peach","Indo Era","Laptops","139665.81",464,"3.6","Dell","Sports Zone"
2798,"A-2798","F_2798","M-2798","F","Chicago","Apparel","1","Clicked",700,"SALE10",NULL,NULL,NULL,NULL,"Clora Creation Women White Embroidered Straight Palazzos","Palazzos",1399,"White","Clora Creation",NULL,NULL,NULL,NULL,NULL,NULL
112,"A-112","F_112","M-112","F","California","Nest-USA","1","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"House of Pataudi Women Purple & Gold-Toned Embroidered Kurta Set","Kurta Set",5999,"Purple","House of Pataudi","Footwear","65187.89",598,"4.6","Adidas","Audio World"
113,"A-113","F_113","M-113","F","California","Nest-USA","1","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Libas Women White Printed Kurti with Sharara & Dupatta","Kurti, Sharara, Dupatta",3399,"White","Libas","Mobile Phones","58990.74",182,"4.9","Apple","XYZ Electronics"
114,"A-114","F_114","M-114","F","California","Nest-USA","1","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Green & White Ethnic Motifs Printed Cotton Kurta","Kurta",1099,"Green","Anouk","Headphones","112601.89",283,"4.3","Sony","Audio World"
115,"A-115","F_115","M-115","F","Chicago","Nest-USA","1","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Indo Era Women Pink Floral Embroidered Kurta with Palazzos & With Dupatta","Kurta, Palazzos, Dupatta",6199,"Pink","Indo Era","Cameras","146975.19",192,"4.6","Canon","Audio World"
116,"A-116","F_116","M-116","F","Chicago","Nest-USA","4","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"KALINI Women Green Floral Printed Gotta Patti Kurta with Sharara","Kurta, Sharara",2499,"Green","KALINI","Wearable Technology","2956.39",967,"3.9","Fitbit","ABC Retailers"
117,"A-117","F_117","M-117","F","Chicago","Nest-USA","5","Not Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Varanga Women Black & White Geometric Printed Bell Sleeves Kurta","Kurta",1799,"Black","Varanga","Mobile Phones","54044.66",480,"4.4","Samsung","Sports Zone"
118,"A-118","F_118","M-118","F","Washington DC","Nest-USA","1","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"AHIKA Women Pink & White Bandhani Print Pure Cotton Kurta with Trousers & Dupatta","Kurta, Trousers, Dupatta",4247,"Pink","AHIKA","Headphones","125666.7",637,"3.2","Sony","Sports Zone"
119,"A-119","F_119","M-119","M","Chicago","Nest-USA","1","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Libas Women Blue Floral Printed Pure Cotton Kurta with Trousers & With Dupatta","Kurta, Trousers, Dupatta",2999,"Blue","Libas","Mobile Phones","79350.15",905,"3.7","Apple","Camera Store"
120,"A-120","F_120","M-120","M","Chicago","Nest-USA","2","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Vishudh Women Yellow Striped Regular Pure Cotton Kurta with Palazzos","Kurta, Palazzos",2199,"Yellow","Vishudh","Cameras","24828.96",463,"4.2","Canon","Camera Store"
121,"A-121","F_121","M-121","M","Chicago","Nest-USA","1","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Nayo Women Green Printed Kurta with Trousers & Dupatta","Kurta, Trousers, Dupatta",3499,"Green","Nayo","Headphones","29666.86",750,"4.5","Sony","ABC Retailers"
122,"A-122","F_122","M-122","M","Chicago","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"Indo Era Women Black & Teal Blue Yoke Design Kurta with Palazzos & Dupatta","Kurta, Palazzos, Dupatta",2799,"Black","Indo Era","Headphones","66344.8",538,"4.2","Sony","Camera Store"
123,"A-123","F_123","M-123","M","Chicago","Nest-USA","2","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"SheWill Women Purple Sequinned Kurti with Trousers","Kurti, Trousers",8649,"Purple","SheWill","Headphones","145885.59",807,"3.7","Sony","Gadget Shop"
124,"A-124","F_124","M-124","M","Chicago","Nest-USA","1","Not Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Blue & White Printed Straight Kurta","Kurta",1799,"Blue","Anouk","Laptops","71694.11",244,"3.6","Dell","XYZ Electronics"
125,"A-125","F_125","M-125","M","Chicago","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"Vishudh Women White & Pink Printed A-Line Kurta","Kurta",1799,"White","Vishudh","Laptops","34868.22",551,"4.8","Dell","ABC Retailers"
126,"A-126","F_126","M-126","M","Chicago","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"Varanga Women Navy Blue & Red Ethnic Motifs Printed Kurta","Kurta",2999,"Navy Blue","Varanga","Wearable Technology","109943.62",539,"3.8","Fitbit","ABC Retailers"
127,"A-127","F_127","M-127","M","Chicago","Nest-USA","3","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Navy Blue Floral Yoke Design Thread Work Straight Kurta","Kurta",1299,"Navy Blue","Anouk","Headphones","95355.35",938,"4","Sony","XYZ Electronics"
128,"A-128","F_128","M-128","M","Chicago","Nest-USA","1","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Libas Women Peach Pink Ethnic Motifs Print Flared Sleeves Laces Pure Cotton Straight Kurta","Kurta",1399,"Peach","Libas","Cameras","81886.68",675,"3.7","Canon","Gadget Shop"
129,"A-129","F_129","M-129","M","Chicago","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"PRENEA Women Blue Floral Embroidered Pleated Kurti with Palazzos & With Dupatta","Kurti, Palazzos, Dupatta",3999,"Blue","PRENEA","Wearable Technology","107550.66",84,"5","Fitbit","XYZ Electronics"
130,"A-130","F_130","M-130","M","Chicago","Nest-USA","2","Not Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Yuris Women Grey & White Pure Cotton Printed Kurta with Palazzos & Dupatta","Kurta, Palazzos, Dupatta",4299,"Grey","Yuris","Smart Home Devices","68348.62",870,"4.7","Amazon","Sports Zone"
131,"A-131","F_131","M-131","M","Chicago","Nest-USA","3","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"W Women Green Geometric Printed Kurta","Kurta",3599,"Green","W","Mobile Phones","12432.36",728,"3.2","Apple","TV World"
132,"A-132","F_132","M-132","M","Chicago","Nest-USA","2","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"HERE&NOW Women Red Printed A-Line Kurta","Kurta",1799,"Red","HERE&NOW","Laptops","114048.84",653,"4.2","Dell","ABC Retailers"
133,"A-133","F_133","M-133","M","Chicago","Nest-USA","1","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Anubhutee Women Pink & White Printed Kurta with Trousers & Dupatta","Kurta, Trousers, Dupatta",3999,"Pink","Anubhutee","Laptops","10202.53",978,"3.4","Dell","XYZ Electronics"
134,"A-134","F_134","M-134","M","Chicago","Nest-USA","1","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"FASHION DEPTH Women Black Ethnic Motifs Embroidered Kurta","Kurta",1999,"Black","FASHION DEPTH","Laptops","99276.29",312,"3.4","Dell","Audio World"
135,"A-135","F_135","M-135","M","Chicago","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"HERE&NOW Women Mustard Yellow Bandhani Print Kurta with Sharara & Dupatta","Kurta, Sharara, Dupatta",3999,"Mustard","HERE&NOW","Cameras","15280.76",182,"3.3","Canon","Camera Store"
136,"A-136","F_136","M-136","M","Chicago","Nest-USA","1","Not Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"W Women Black Quirky Printed Kurta","Kurta",1799,"Black","W","Mobile Phones","31252.92",994,"4.1","Samsung","ABC Retailers"
137,"A-137","F_137","M-137","M","Chicago","Nest-USA","3","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Vishudh Women Lime Green Floral Printed Floral Kurta","Kurta",1249,"Lime Green","Vishudh","Televisions","144809.19",225,"4.5","Samsung","Camera Store"
138,"A-138","F_138","M-138","M","Chicago","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"Biba Women Teal Green Floral Printed Kurta with Salwar","Kurta, Salwar",2799,"Teal","Biba","Cameras","83007.07",241,"4.8","Canon","XYZ Electronics"
139,"A-139","F_139","M-139","M","Chicago","Nest-USA","2","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"Vishudh Women Navy Blue Yoke Design Straight Kurta","Kurta",1699,"Navy Blue","Vishudh","Headphones","32772.45",861,"3.1","Sony","Sports Zone"
140,"A-140","F_140","M-140","M","Chicago","Nest-USA","5","Not Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Ishin Women Brown Embroidered Kurti with Sharara & Dupatta","Kurti, Sharara, Dupatta",7399,"Brown","Ishin","Laptops","69910.63",685,"4.8","Dell","XYZ Electronics"
141,"A-141","F_141","M-141","M","Chicago","Nest-USA","1","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Varanga Women Pink Ethnic Motifs A-line Kurta with Trousers &  Dupatta","Kurta, Trousers, Dupatta",6999,"Pink","Varanga","Footwear","14753.97",140,"4.6","Adidas","Audio World"
142,"A-142","F_142","M-142","M","Chicago","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"Nayo Women Blue & Maroon Paisley Printed Cotton Kurta","Kurta",1299,"Blue","Nayo","Mobile Phones","61625.2",584,"3.1","Apple","Camera Store"
143,"A-143","F_143","M-143","F","California","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Blue Kurta with Yarn Dyed Trousers","Kurta, Trousers",2099,"Blue","Anouk","Wearable Technology","23365.88",717,"3.6","Fitbit","Health Gear"
144,"A-144","F_144","M-144","F","California","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"W Women White Geometric Printed Thread Work Kurta","Kurta",1899,"White","W","Mobile Phones","131873.03",899,"3.6","Apple","Gadget Shop"
145,"A-145","F_145","M-145","F","California","Nest-USA","1","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Anouk Women Purple & White Ethnic Motifs Printed Cotton Kurta","Kurta",999,"Purple","Anouk","Smart Home Devices","7193.39",899,"4","Amazon","ABC Retailers"
146,"A-146","F_146","M-146","F","California","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"KALINI Women Pink Bandhani Printed Anarkali Kurta","Anarkali Kurta",1999,"Pink","KALINI","Laptops","116782.46",452,"3.7","Dell","ABC Retailers"
147,"A-147","F_147","M-147","F","California","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"Vishudh Women Yellow & Off White Ethnic Motifs Printed A-Line Kurta with Jacket","Kurta, Jacket",3999,"Yellow","Vishudh","Footwear","27921.76",141,"3.8","Nike","Sports Zone"
148,"A-148","F_148","M-148","F","California","Nest-USA","1","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"Meeranshi Women Navy Blue Ethnic Motifs Panelled Kurta with Trousers & With Dupatta","Kurta, Trousers, Dupatta",4499,"Navy Blue","Meeranshi","Laptops","39604.18",605,"4.5","Dell","Laptop Hub"
149,"A-149","F_149","M-149","F","California","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"anayna Women Beige & Pink Screen Print Straight Kurta","Kurta",1660,"Beige","anayna","Headphones","1026.64",619,"3.7","Sony","ABC Retailers"
150,"A-150","F_150","M-150","F","California","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"W Women Green & Golden Regular Sequinned Kurta with Trousers & With Dupatta","Kurta, Trousers, Dupatta",3999,"Green","W","Cameras","55608.87",781,"4","Canon","ABC Retailers"
151,"A-151","F_151","M-151","F","California","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"Anubhutee Women Mustard Yellow & Brown Screen Printed Straight Kurta","Kurta",1999,"Mustard","Anubhutee","Televisions","78871.47",765,"4.4","Samsung","Health Gear"
152,"A-152","F_152","M-152","F","California","Nest-USA","1","Clicked",4500,"ELEC10",NULL,NULL,NULL,NULL,"FASHION DEPTH Women Green & Yellow Floral Yoke Design Thread Work Straight Kurta","Kurta",1999,"Green","FASHION DEPTH","Smart Home Devices","142724.86",715,"3.9","Amazon","TV World"
153,"A-153","F_153","M-153","F","California","Nest-USA","1","Used",4500,"ELEC10",NULL,NULL,NULL,NULL,"anayna Women Pink Printed Straight Kurta","Kurta",1599,"Pink","anayna","Laptops","97868.59",190,"5","Dell","TV World"
